CD4.	CD8.	mono	Bcells	NK	Gran
sample_1_74	0.139318535747	0.0167809077554	0.0713891300761	0.0390295847084	0.0195868221518	0.713895019561
sample_1_75	0.200024622185	0.0962131970337	0.0717172030885	0.0660055514513	0.024376706579	0.541662719663
sample_1_76	0.289975198886	0.109960080282	0.00795698858569	0.178416256956	0.0294608609949	0.384230614297
sample_1_77	0.216520089128	0.116896123419	0.000105211392632	0.201865281406	0.0874010785947	0.377212216061
sample_1_78	0.165881546598	0.032831570442	0.0777853347429	0.0537787105723	0.000270202468394	0.669452635176
sample_1_79	0.175802017558	0.0608485377392	0.0680251448944	0.0276250194917	0.000131774305892	0.66756750601
sample_1_80	0.262779692804	0.0740669041122	0.0443523569626	0.0598774436114	0.0823139807213	0.476609621788
sample_1_81	0.155792547757	0.100491342126	0.0856182839146	0.0343809579539	0.00717677294583	0.616540095304
sample_1_82	0.167095317556	0.0720019401865	0.0425386668256	0.040857472849	0.0416675705857	0.635839031997
sample_1_83	0.150978624274	0.0706014466225	0.0445236324355	0.0338321361421	0.000622928647029	0.699441231879
sample_1_84	0.0841189536978	0.0733005936304	0.0723531628441	1.60005051268e-07	0.0194954531468	0.750731676676
sample_1_85	0.209403652665	0.112828442327	0.0641544224257	0.17689103305	0.118496726086	0.318225723446
sample_1_86	0.207271758196	0.0411878884597	0.0604754165962	0.0590908994398	0.164090796271	0.467883241037
sample_1_87	0.0877306288168	0.0585356288721	0.0365741574824	0.00227527895115	6.74726942456e-05	0.814816833183
sample_1_88	0.114146742014	0.0747888275393	0.0797199018117	0.243276246054	0.0527143468253	0.435353935756
sample_1_89	0.227209806706	0.0114707335948	0.0806475821357	0.0133979049624	0.0577001753893	0.609573797212
sample_1_90	0.11653776575	0.0366452995392	0.0811537093762	0.00694382585844	0.0902647229027	0.668454676573
sample_1_91	0.291325904016	1.23898532082e-06	0.0932577652807	0.124332013711	0.0931395982272	0.39794347978
sample_1_92	0.0977426871722	0.0366924391537	0.102141090296	0.0159741399522	0.115161601591	0.632288041835
sample_1_93	0.0880383293581	0.0763194142227	0.101506365274	0.0153579765913	0.00217667876642	0.716601235788
sample_1_94	0.199472198999	0.0867381016505	0.0538839284094	0.0285590069849	0.00164480292389	0.629701961032
sample_1_95	0.116151279079	0.0724029491437	0.0897518456334	0.0541900057344	0.063447269768	0.604056650641
sample_1_96	0.179498178306	0.105960978187	0.029366089612	0.0596457721908	0.0711303903414	0.554398591363
sample_1_97	0.272027543445	0.0706797958416	0.0502821631815	0.0469829457196	0.00950606154244	0.550521490269
sample_1_98	0.209218268712	0.125392823933	0.106664886928	0.0606992181187	0.118909454305	0.379115348004
sample_1_99	0.0534071149211	0.0339009941089	0.106143625764	4.43861052532e-07	0.00547252424781	0.801075297097
sample_1_100	0.246840807398	0.083974823382	0.0624922094171	0.0289614653024	0.0678031730891	0.509927521411
sample_1_101	0.187035930843	0.132603237961	0.0454747570593	0.0524021282879	0.0619979417359	0.520486004113
sample_1_102	0.279408629442	0.0882695965797	0.0649323252271	0.059371309896	0.0122535993474	0.495764539508
sample_1_103	0.0922387212756	0.048137783372	0.108422906964	0.0427148718198	0.065572456175	0.642913260393
sample_1_104	0.154738949759	0.0807422827376	0.055649664504	0.0556157091777	0.0688887693344	0.584364624487
sample_1_105	0.0838436805668	0.0312138009674	0.0393068632207	0.0278773338568	0.0211978285641	0.796560492824
sample_1_106	0.18194757276	0.057778664161	0.062206789074	0.113799899009	0.0767208251891	0.507546249807
sample_1_107	0.106278034365	0.116630691404	0.0789770739848	0.0292773973538	0.10752841089	0.561308392003
sample_1_108	0.123677740137	0.152405739395	0.0860468080382	0.0607926336738	0.0392050264066	0.537872052349
sample_1_109	0.0930169612983	0.0834413760072	0.0904421666568	0.043529172964	0.00451540629689	0.685054916777
sample_1_110	0.35919746217	0.134239874363	0.047370108984	0.0922924793924	0.0755157146761	0.291384360415
sample_1_111	0.129113810095	0.0891864142623	0.146943912743	0.0744151145982	0.110289611531	0.450051136771
sample_1_112	0.127496797901	0.0342816687536	0.101344646054	0.0467317204657	0.0295803757257	0.660564791101
sample_1_113	0.206807455627	0.0399589369908	2.7723669332e-05	0.154569365982	0.0455007862005	0.553135731531
sample_1_114	0.110551005048	0.0538892414178	0.0575186664405	0.0442364530974	0.0672421077535	0.666562526242
sample_1_115	0.107119274138	0.0575391267079	0.0940047160364	0.0567687841119	0.0397906780508	0.644777420955
sample_1_116	0.0618659070302	0.0952721167522	0.132230043264	0.0242744110217	0.07342595277	0.612931569162
sample_1_117	0.118845939266	0.131338363537	0.0436200548855	0.0359252984853	0.00103133210252	0.669239011723
sample_1_118	0.0358744323065	0.249711947998	0.0264990501142	0.0334757780098	0.0910205785901	0.563418212981
sample_1_119	0.148581115832	0.111483836283	0.0758589201766	0.0477707531001	0.012842029789	0.60346334482
sample_1_120	0.137945369422	0.016448515522	0.0939873061728	0.0106180372941	0.0505192315894	0.69048154
sample_1_121	0.312255904315	0.136216559446	0.0237887427178	0.0445848118561	0.0995580926918	0.383595888974
sample_1_122	0.150653266446	0.152488349154	0.0265219167826	0.0643098376935	0.0567857172004	0.549240912724
sample_1_123	0.170576854045	0.0926893588279	0.0629062907262	0.103052163389	0.0739218793427	0.496853453669
sample_1_124	0.264987562279	0.076352648926	0.0466691738733	0.0737731274609	0.0730556492317	0.465161838229
sample_1_125	0.266149935276	0.107732267805	0.0553484417655	0.101867013254	0.0711541590614	0.397748182838
sample_1_126	0.111797002007	0.124611223461	0.0454335787069	0.0377059092997	0.083962294753	0.596489991772
sample_1_127	0.167541525139	0.119487230975	0.0501976264735	5.33674198575e-05	0.0594244447619	0.60329580523
sample_1_128	0.133087320464	0.0681369814391	0.097756317306	8.9890515289e-08	0.0134376113464	0.687581679554
sample_1_129	0.168054361673	0.0725508599287	0.0433951669112	0.0479962855281	0.0498080242676	0.618195301692
sample_1_130	0.205846550571	0.175338486626	0.0714647826591	0.0197080905887	0.00741575435395	0.520226335202
sample_1_131	0.0362012839394	0.207560780007	0.0752334448437	0.0223989881806	0.0975261895579	0.561079313471
sample_1_132	0.13178010662	0.0936319477918	0.0697927535284	0.0449542271591	0.0235855045138	0.636255460387
sample_1_133	0.227985426823	0.14634099544	0.0527424817111	0.0573895971933	0.0421606482164	0.473380850616
sample_1_134	0.154391387244	0.170760610557	0.0552591637525	0.0902492695772	0.0707412170216	0.458598351847
sample_1_135	0.131054037035	0.158524373705	0.0628434182047	0.0691408862702	0.000444662224852	0.57799262256
sample_1_136	0.12099160011	0.183167641184	0.0790987786312	0.0618363455537	0.0846410846648	0.470264549856
sample_1_137	0.147411752269	0.0729471291176	0.0705348374598	0.0384191098059	0.024050878943	0.646636292405
sample_1_138	0.335022552848	0.109683508178	0.0146956039233	0.15161162339	0.0850649134978	0.303921798163
sample_1_139	0.0524743753079	0.0945777696845	0.126496070645	0.0909254053777	0.0621352424898	0.573391136495
sample_1_140	0.081394014882	0.0486071752828	0.0905986855139	0.00844838536817	0.0545089702688	0.716442768684
sample_1_141	0.158192016586	0.122836687547	0.0328547906017	0.141698242402	0.0115383785582	0.532879884305
sample_1_142	0.0670068106334	0.0544537961298	0.0536682407178	0.0111682077497	0.0357001313667	0.778002813403
sample_1_143	0.129089812707	0.123226193539	0.0773126142861	0.0410088067924	0.0213862056154	0.60797636706
sample_1_144	0.140136749083	0.0785088650711	0.0728543203496	0.0932496314006	0.0619483942864	0.55330203981
sample_1_145	0.163451056608	0.0992079967531	0.0525147374348	0.0582959139977	0.0605108494984	0.566019445708
sample_1_146	0.16875664937	0.133693081465	0.048308610885	0.111620570083	0.0752330507671	0.46238803743
sample_1_147	0.104225621533	0.0488740489782	0.104866286746	0.0117754636592	0.0888662639518	0.641392315132
sample_1_148	0.197947599797	0.155955537444	0.0447118712757	0.0823067218328	0.0635478373642	0.455530432286
sample_1_149	0.077472167916	0.157448094328	0.053086749384	0.0240182551083	0.0771087394528	0.610865993811
sample_1_150	0.193262594335	0.10431307713	0.0481856340718	0.0664528309343	0.0810081203227	0.506777743206
sample_1_151	0.0646083159585	0.0695197306258	0.09429957069	0.0334253041442	0.101388863271	0.636758215311
sample_1_152	0.129366298608	0.00419867381911	0.117737408178	4.70029718257e-07	0.0627216874296	0.685975461935
sample_1_153	0.0994353797933	0.0508945910609	0.081091422575	0.000133759481361	0.0734619777755	0.694982869314
sample_1_154	0.315940097961	0.131373967214	0.0505216412869	0.123560636914	0.125114934311	0.253488722313
sample_1_155	0.167815047632	0.112832832448	0.0822493516767	0.0116084784194	0.0023992767149	0.623095013109
sample_1_156	0.214585294554	0.0538234207556	0.105853889115	0.0295728323376	0.0465235209414	0.549641042296
sample_1_157	0.176792921655	0.0589778819681	0.0726790010176	0.0873224407927	0.0285019448204	0.575725809746
sample_1_158	0.0190631176143	0.218394061044	0.108085910291	0.0218640007709	0.029566359351	0.603026550929
sample_1_159	0.143871288084	0.175486559169	0.0723337015369	0.0501525067124	0.0800144950405	0.478141449458
sample_1_160	0.307911470836	0.0269553686424	0.0792006285981	0.106544221208	0.0688026527756	0.41058565794
sample_1_161	0.12905361552	0.0629320693015	0.0606016834125	0.0617128565134	0.0308371911555	0.654862584097
sample_1_162	0.17349275744	0.0729345091744	0.0785883812442	0.0790498143969	0.0572200486863	0.538714489058
sample_1_163	0.0843865667033	0.125276480991	0.0512926829551	0.0333995452721	0.0105482283839	0.695096495695
sample_1_164	0.152942481747	0.205950411329	0.0805123511086	0.0403746685931	0.0085712343276	0.511648852894
sample_1_165	0.11262672115	0.0681549625128	0.0718772583792	3.3370756272e-05	0.0884655967601	0.658842090442
sample_1_166	0.180810198995	0.100956682495	0.149473962771	0.045724427186	0.0605506836501	0.462484044903
sample_1_167	0.188852843859	0.0940879249055	0.0485485710266	2.10884892714e-08	0.0710091993851	0.597501439736
sample_1_168	0.155193923667	0.164024008792	0.0552898682645	0.094218303046	0.0952793890789	0.435994507152
sample_1_169	5.37674699251e-05	0.291991681644	0.0405941362631	0.0165703098924	0.14035610315	0.51043400158
sample_1_170	0.249300036078	0.0755180833975	0.0412657060711	0.0646953502152	0.0498034399646	0.519417384273
sample_1_171	0.162138594193	0.132822853843	0.0336012444487	0.0944722461962	0.133869672522	0.443095388797
sample_1_172	0.231364669894	0.0867933353087	0.0620288417401	0.0589461558717	0.0930474081669	0.467819589019
sample_1_173	0.160802977516	0.107183279422	0.0388514601822	0.0690158187221	0.0766123113403	0.547534152818
sample_1_174	0.159724141812	0.0977041704356	0.107785122434	0.089096070883	0.0471763677324	0.498514126703
sample_1_175	0.109835774461	0.13954260558	0.0698465170969	0.0162493535266	0.0501655925085	0.614360156827
sample_1_176	0.0282158613741	0.029049234512	0.116716497746	0.0649702202531	0.0786917797709	0.682356406344
sample_1_177	0.141673277949	0.0560940707221	0.0979845394183	0.0805590548257	0.0238401424486	0.599848914636
sample_1_178	0.169130149547	0.154135639381	0.0426050744345	0.0151162269202	0.124652667771	0.494360241946
sample_1_179	0.175768155962	0.0963916520487	0.0690464592796	0.0617923891568	0.0642657288624	0.53273561469
sample_1_180	0.137037837383	0.152102871676	0.0438855926412	0.0338270338152	0.0335677001347	0.59957896435
sample_1_181	0.196227703105	0.0835888773443	0.0899367395816	0.0518036715984	0.00994854661703	0.568494461754
sample_1_182	0.262953213295	0.0635233986952	0.0716714169219	0.104564549975	0.0538013590379	0.443486062074
sample_1_183	0.231776582	0.0724539556653	0.0578254726068	4.89118597861e-06	0.017708035266	0.620231063276
sample_1_184	0.0717823300596	0.0887217004602	0.0685239644636	0.000472891475116	0.00914012609286	0.761358987449
sample_1_185	0.253525262039	0.0157534860298	0.130395716015	0.0342422875939	0.0372628417966	0.528820406526
sample_1_186	0.0907267182481	0.0653595629918	0.0738919427075	0.00704581308949	0.0369532876324	0.726022675331
sample_1_187	0.11940551508	0.0675250625078	0.112647999328	0.00708318860673	0.0857789822378	0.60755925224
sample_1_188	0.202209056626	0.0209171296421	0.043528199371	0.128418194196	0.028135639123	0.576791781042
sample_1_189	0.0932513625085	0.208806864952	0.0453116514524	0.0649526968953	0.0715541830944	0.516123241097
sample_1_190	0.194868971364	0.147159788484	0.0275374153635	0.0228474109543	0.119074834825	0.488511579009
sample_1_191	0.0926417832769	0.0803001625632	0.105833668907	0.00997647853225	0.0513300276793	0.659917879041
sample_1_192	0.144427015005	0.177235527178	0.075357423888	0.0243202388397	0.068178287788	0.510481507301
sample_1_193	0.259177480079	0.0415870574182	0.0431772623846	0.0215555662874	0.0135311290076	0.620971504823
sample_1_194	0.29958305698	0.0607794637744	0.0398476919336	0.145244778433	0.0689285663969	0.385616442482
sample_1_195	0.286044715038	0.0633385271474	0.0466937337897	0.134464563372	2.31505222301e-05	0.469435310131
sample_1_196	0.166103226671	0.119644194149	0.0315613759823	0.0715077525151	0.0710078271528	0.54017562353
sample_1_197	0.181943158521	0.055399409312	0.0710525603561	0.0709999440235	0.0683340848893	0.552270842898
sample_1_198	0.162073582489	0.111926392429	0.0391575623012	0.0837223184509	0.0307390000548	0.572381144275
sample_1_199	0.194220821253	0.112303052849	0.0430441301067	0.122249841359	0.0886303968057	0.439551757626
sample_1_200	0.199571965734	0.0964763762239	0.0524798171419	0.037269515059	0.0246651253504	0.589537200491
sample_1_201	0.15197017667	0.0162742991812	0.142364794381	2.18748608942e-07	0.0828923500312	0.606498160988
sample_1_202	0.206065267212	0.0186253712167	0.0327176192037	0.088022046847	0.0445060471292	0.610063648392
sample_1_203	0.0683186049835	0.0306836696968	0.123715717359	0.000127756379057	0.0114940269793	0.765660224602
sample_1_204	0.0781778452593	0.227602410372	0.102129378899	0.00041768157748	0.0403519278269	0.551320756065
sample_1_205	0.150054383992	0.090365823023	0.0830252497847	0.0414180342619	0.0646620372671	0.570474471671
